cnt,mnth,hr,holiday,workingday,weathersit,temp,atemp,hum,windspeed,season
277,2,9,0,1,1,0.18,0.2121,0.8,0.1045,1
116,2,10,0,1,1,0.22,0.2424,0.75,0.1045,1
116,2,11,0,1,1,0.26,0.2727,0.7,0.1343,1
150,2,12,0,1,1,0.32,0.3182,0.61,0.1642,1
141,2,13,0,1,1,0.38,0.3939,0.4,0.2239,1
140,2,14,0,1,1,0.4,0.4091,0.35,0.1642,1
171,2,15,0,1,1,0.42,0.4242,0.32,0.2836,1
228,2,16,0,1,1,0.4,0.4091,0.43,0.2537,1
430,2,17,0,1,1,0.4,0.4091,0.43,0.2537,1
437,2,18,0,1,1,0.38,0.3939,0.43,0.2239,1
291,2,19,0,1,1,0.36,0.3333,0.43,0.2537,1
201,2,20,0,1,1,0.34,0.3333,0.46,0.1642,1
154,2,21,0,1,1,0.32,0.3182,0.57,0.1642,1
87,2,22,0,1,1,0.3,0.303,0.65,0.1343,1
46,2,23,0,1,1,0.3,0.303,0.65,0.1343,1
23,2,0,0,1,1,0.3,0.2879,0.7,0.194,1
14,2,1,0,1,1,0.28,0.2879,0.61,0.1343,1
4,2,2,0,1,1,0.3,0.3333,0.61,0,1
2,2,3,0,1,2,0.3,0.3333,0.7,0,1
3,2,4,0,1,2,0.3,0.3333,0.7,0,1
15,2,5,0,1,1,0.32,0.3333,0.49,0.0896,1
100,2,6,0,1,1,0.32,0.303,0.45,0.2985,1
299,2,7,0,1,1,0.32,0.3485,0.45,0,1
529,2,8,0,1,1,0.3,0.3182,0.49,0,1
289,2,9,0,1,1,0.32,0.3333,0.49,0,1
116,2,10,0,1,1,0.34,0.3333,0.46,0.1642,1
129,2,11,0,1,1,0.36,0.3485,0.46,0.194,1
172,2,12,0,1,1,0.4,0.4091,0.4,0.3284,1
184,2,13,0,1,1,0.44,0.4394,0.38,0.2537,1
138,2,14,0,1,1,0.44,0.4394,0.38,0.2537,1
146,2,15,0,1,1,0.44,0.4394,0.38,0.194,1
276,2,16,0,1,1,0.44,0.4394,0.35,0.2537,1
509,2,17,0,1,1,0.44,0.4394,0.35,0.194,1
518,2,18,0,1,1,0.42,0.4242,0.38,0.194,1
338,2,19,0,1,1,0.38,0.3939,0.43,0.2239,1
212,2,20,0,1,1,0.36,0.3485,0.5,0.1343,1
190,2,21,0,1,1,0.34,0.3485,0.61,0.1045,1
118,2,22,0,1,1,0.32,0.3182,0.57,0.194,1
51,2,23,0,1,1,0.32,0.3333,0.57,0.1343,1
23,2,0,0,1,1,0.3,0.2879,0.56,0.2239,1
10,2,1,0,1,1,0.28,0.2727,0.61,0.1642,1
1,2,2,0,1,1,0.26,0.303,0.65,0,1
1,2,3,0,1,1,0.26,0.303,0.65,0,1
1,2,4,0,1,1,0.24,0.2576,0.7,0.0896,1
20,2,5,0,1,1,0.24,0.2576,0.7,0.0896,1
98,2,6,0,1,2,0.24,0.2879,0.7,0,1
281,2,7,0,1,2,0.24,0.2576,0.7,0.1045,1
508,2,8,0,1,2,0.24,0.2273,0.7,0.2239,1
253,2,9,0,1,2,0.24,0.2576,0.7,0.1642,1
108,2,10,0,1,2,0.26,0.2576,0.7,0.2239,1
102,2,11,0,1,2,0.26,0.2576,0.65,0.2239,1
138,2,12,0,1,2,0.28,0.2576,0.65,0.2836,1
126,2,13,0,1,2,0.28,0.2879,0.61,0.1045,1
108,2,14,0,1,2,0.3,0.303,0.56,0.1642,1
54,2,15,0,1,3,0.3,0.3182,0.61,0.1045,1
75,2,16,0,1,3,0.26,0.2727,0.81,0.1045,1
155,2,17,0,1,3,0.24,0.2576,0.87,0.1045,1
167,2,18,0,1,3,0.24,0.2576,0.87,0.1045,1
161,2,19,0,1,3,0.24,0.2576,0.87,0.1045,1
125,2,20,0,1,3,0.24,0.2424,0.87,0.1343,1
129,2,21,0,1,3,0.24,0.2273,0.87,0.194,1
98,2,22,0,1,2,0.24,0.2424,0.87,0.1343,1
60,2,23,0,1,2,0.24,0.2424,0.87,0.1642,1
26,2,0,0,1,2,0.24,0.2424,0.87,0.1642,1
12,2,1,0,1,2,0.24,0.2424,0.87,0.1343,1
2,2,2,0,1,1,0.22,0.2273,0.8,0.1343,1
4,2,3,0,1,1,0.22,0.2121,0.8,0.2836,1
1,2,4,0,1,2,0.22,0.197,0.75,0.4478,1
18,2,5,0,1,1,0.2,0.1818,0.75,0.2836,1
76,2,6,0,1,1,0.2,0.1818,0.75,0.2836,1
267,2,7,0,1,1,0.2,0.197,0.69,0.2537,1
484,2,8,0,1,1,0.2,0.197,0.64,0.2537,1
238,2,9,0,1,1,0.2,0.197,0.59,0.2239,1
97,2,10,0,1,1,0.22,0.2121,0.51,0.2239,1
99,2,11,0,1,1,0.24,0.2273,0.52,0.2239,1
158,2,12,0,1,1,0.26,0.2273,0.48,0.3284,1
154,2,13,0,1,1,0.3,0.2727,0.42,0.3284,1
144,2,14,0,1,1,0.32,0.303,0.39,0.2985,1
134,2,15,0,1,1,0.32,0.303,0.36,0.2985,1
238,2,16,0,1,1,0.34,0.3333,0.36,0,1
399,2,17,0,1,1,0.34,0.3333,0.34,0.1343,1
417,2,18,0,1,1,0.34,0.3333,0.31,0.1642,1
295,2,19,0,1,1,0.32,0.3333,0.33,0.1045,1
199,2,20,0,1,1,0.32,0.3485,0.36,0,1
177,2,21,0,1,1,0.3,0.3182,0.52,0.0896,1
107,2,22,0,1,2,0.3,0.3333,0.56,0,1
84,2,23,0,1,2,0.3,0.3333,0.52,0,1
43,2,0,0,1,2,0.28,0.303,0.65,0.0896,1
13,2,1,0,1,2,0.28,0.303,0.61,0.0896,1
16,2,2,0,1,1,0.26,0.2879,0.52,0.0896,1
5,2,3,0,1,1,0.26,0.2879,0.56,0.0896,1
2,2,4,0,1,1,0.26,0.2879,0.56,0.0896,1
17,2,5,0,1,1,0.24,0.2273,0.52,0.2239,1
64,2,6,0,1,1,0.2,0.197,0.59,0.194,1
230,2,7,0,1,1,0.2,0.2121,0.59,0.1642,1
448,2,8,0,1,1,0.2,0.2121,0.59,0.1642,1
275,2,9,0,1,1,0.22,0.2273,0.55,0.1642,1
124,2,10,0,1,2,0.26,0.2727,0.48,0.1343,1
153,2,11,0,1,2,0.28,0.2879,0.45,0.1045,1
176,2,12,0,1,2,0.3,0.303,0.42,0.1343,1
192,2,13,0,1,2,0.3,0.3182,0.42,0.0896,1
146,2,14,0,1,2,0.32,0.3333,0.39,0.0896,1
191,2,15,0,1,2,0.32,0.3333,0.45,0.1343,1
268,2,16,0,1,2,0.34,0.3182,0.42,0.2537,1
396,2,17,0,1,2,0.34,0.3333,0.42,0.194,1
359,2,18,0,1,3,0.3,0.303,0.61,0.1343,1
262,2,19,0,1,2,0.32,0.3485,0.57,0,1
151,2,20,0,1,2,0.32,0.3485,0.57,0,1
122,2,21,0,1,2,0.32,0.3333,0.66,0.0896,1
113,2,22,0,1,2,0.32,0.3485,0.66,0,1
65,2,23,0,1,2,0.3,0.3182,0.7,0.0896,1
53,2,0,0,0,2,0.3,0.303,0.7,0.1343,1
45,2,1,0,0,3,0.28,0.2879,0.81,0.1343,1
26,2,2,0,0,3,0.26,0.2576,0.81,0.194,1
9,2,3,0,0,3,0.24,0.2273,0.87,0.2239,1
4,2,4,0,0,3,0.24,0.2273,0.87,0.2239,1
2,2,5,0,0,3,0.22,0.2273,0.93,0.1642,1
9,2,6,0,0,3,0.22,0.2273,0.93,0.1343,1
19,2,7,0,0,3,0.22,0.2273,0.93,0.1343,1
78,2,8,0,0,3,0.22,0.2273,0.93,0.1343,1
90,2,9,0,0,3,0.22,0.2424,0.93,0.1045,1
166,2,10,0,0,3,0.22,0.2424,0.93,0.1045,1
183,2,11,0,0,2,0.24,0.2576,0.81,0.1045,1
221,2,12,0,0,2,0.26,0.2576,0.81,0.1642,1
235,2,13,0,0,2,0.26,0.2424,0.81,0.2836,1
243,2,14,0,0,2,0.26,0.2424,0.81,0.2537,1
124,2,15,0,0,2,0.3,0.2727,0.61,0.2985,1
146,2,16,0,0,3,0.22,0.197,0.75,0.4179,1
144,2,17,0,0,3,0.22,0.1818,0.69,0.4627,1
108,2,18,0,0,2,0.22,0.1818,0.47,0.6567,1
87,2,19,0,0,2,0.2,0.1515,0.4,0.5522,1
63,2,20,0,0,2,0.16,0.1212,0.43,0.5522,1
48,2,21,0,0,1,0.14,0.0758,0.43,0.6418,1
46,2,22,0,0,2,0.14,0.1061,0.39,0.3881,1
20,2,23,0,0,3,0.12,0.0758,0.5,0.4925,1
21,2,0,0,0,3,0.1,0.0758,0.68,0.3881,1
24,2,1,0,0,3,0.08,0.0455,0.79,0.4627,1
27,2,2,0,0,2,0.1,0.0606,0.58,0.5821,1
14,2,3,0,0,2,0.1,0.0455,0.46,0.6866,1
1,2,4,0,0,2,0.1,0.0455,0.46,0.7164,1
3,2,5,0,0,1,0.1,0.0758,0.49,0.3881,1
2,2,6,0,0,1,0.1,0.0758,0.49,0.3881,1
18,2,7,0,0,1,0.08,0.0909,0.53,0.194,1
26,2,8,0,0,1,0.08,0.0758,0.53,0.2537,1
63,2,9,0,0,1,0.1,0.0909,0.49,0.2985,1
91,2,10,0,0,1,0.12,0.1061,0.42,0.3582,1
124,2,11,0,0,1,0.12,0.1061,0.42,0.2985,1
140,2,12,0,0,1,0.14,0.0758,0.39,0.6418,1
138,2,13,0,0,1,0.16,0.1212,0.4,0.4478,1
111,2,14,0,0,1,0.16,0.1212,0.4,0.5224,1
155,2,15,0,0,1,0.16,0.1212,0.4,0.5522,1
164,2,16,0,0,1,0.2,0.1667,0.34,0.4627,1
87,2,17,0,0,1,0.18,0.1515,0.37,0.4179,1
96,2,18,0,0,1,0.16,0.1212,0.4,0.4627,1
80,2,19,0,0,1,0.16,0.1364,0.4,0.2836,1
57,2,20,0,0,1,0.14,0.1212,0.42,0.3284,1
36,2,21,0,0,1,0.14,0.1212,0.43,0.2985,1
28,2,22,0,0,1,0.14,0.1515,0.43,0.1642,1
23,2,23,0,0,1,0.14,0.1364,0.43,0.2239,1
9,2,0,0,1,1,0.14,0.1364,0.46,0.2239,1
6,2,1,0,1,1,0.12,0.1212,0.5,0.2239,1
4,2,2,0,1,1,0.14,0.1364,0.46,0.194,1
1,2,3,0,1,1,0.12,0.1515,0.54,0.1045,1
2,2,4,0,1,1,0.12,0.1667,0.54,0.0896,1
17,2,5,0,1,1,0.1,0.1212,0.58,0.1343,1
72,2,6,0,1,1,0.1,0.1061,0.54,0.2239,1
195,2,7,0,1,1,0.1,0.1061,0.54,0.194,1
417,2,8,0,1,1,0.1,0.1212,0.54,0.1343,1
205,2,9,0,1,1,0.12,0.1364,0.5,0.194,1
71,2,10,0,1,1,0.14,0.1515,0.5,0.1343,1
90,2,11,0,1,1,0.22,0.2273,0.37,0.194,1
118,2,12,0,1,1,0.28,0.2576,0.28,0.3284,1
140,2,13,0,1,1,0.32,0.303,0.22,0.2239,1
135,2,14,0,1,1,0.34,0.3485,0.23,0.1045,1
155,2,15,0,1,1,0.36,0.3485,0.27,0.1343,1
211,2,16,0,1,1,0.36,0.3485,0.23,0.194,1
407,2,17,0,1,1,0.36,0.3485,0.23,0.194,1
405,2,18,0,1,1,0.34,0.3182,0.25,0.2537,1
263,2,19,0,1,1,0.34,0.3333,0.25,0.1343,1
214,2,20,0,1,1,0.3,0.303,0.42,0.1642,1
147,2,21,0,1,1,0.28,0.2879,0.45,0.1343,1
102,2,22,0,1,1,0.26,0.2727,0.56,0.1045,1
36,2,23,0,1,1,0.28,0.3182,0.41,0,1
14,2,0,0,1,2,0.26,0.303,0.6,0,1
6,2,1,0,1,2,0.26,0.303,0.56,0,1
3,2,2,0,1,2,0.28,0.3182,0.41,0,1
3,2,3,0,1,2,0.26,0.303,0.52,0,1
2,2,4,0,1,2,0.26,0.2727,0.65,0.1045,1
22,2,5,0,1,2,0.26,0.2727,0.65,0.1045,1
90,2,6,0,1,2,0.26,0.303,0.56,0,1
280,2,7,0,1,2,0.24,0.2576,0.6,0.0896,1
513,2,8,0,1,2,0.24,0.2879,0.7,0,1
262,2,9,0,1,2,0.26,0.2879,0.56,0.0896,1
98,2,10,0,1,2,0.26,0.2727,0.6,0.1343,1
112,2,11,0,1,2,0.3,0.303,0.45,0.1642,1
172,2,12,0,1,2,0.3,0.2879,0.52,0.2239,1
173,2,13,0,1,2,0.36,0.3333,0.4,0.2537,1
124,2,14,0,1,1,0.4,0.4091,0.4,0.2239,1
145,2,15,0,1,2,0.42,0.4242,0.38,0.4478,1
266,2,16,0,1,1,0.42,0.4242,0.35,0.2985,1
523,2,17,0,1,1,0.42,0.4242,0.38,0.3582,1
406,2,18,0,1,2,0.38,0.3939,0.46,0.2985,1
281,2,19,0,1,2,0.36,0.3485,0.5,0.1642,1
184,2,20,0,1,2,0.38,0.3939,0.46,0.1343,1
109,2,21,0,1,2,0.36,0.3636,0.5,0.1045,1
77,2,22,0,1,2,0.36,0.3636,0.5,0.1045,1
57,2,23,0,1,2,0.36,0.3636,0.5,0.0896,1
22,2,0,0,1,1,0.32,0.3485,0.57,0,1
5,2,1,0,1,1,0.34,0.3636,0.53,0,1
4,2,2,0,1,1,0.3,0.3333,0.61,0,1
3,2,3,0,1,1,0.28,0.3182,0.75,0,1
1,2,4,0,1,1,0.28,0.2879,0.7,0.1045,1
25,2,5,0,1,1,0.28,0.2879,0.7,0.1045,1
95,2,6,0,1,1,0.3,0.303,0.61,0.1343,1
321,2,7,0,1,2,0.3,0.2879,0.65,0.194,1
515,2,8,0,1,1,0.32,0.2879,0.61,0.3582,1
231,2,9,0,1,1,0.32,0.303,0.61,0.3284,1
120,2,10,0,1,1,0.34,0.303,0.57,0.2985,1
138,2,11,0,1,1,0.36,0.3333,0.53,0.2836,1
163,2,12,0,1,1,0.38,0.3939,0.46,0.3881,1
170,2,13,0,1,1,0.4,0.4091,0.43,0.2836,1
134,2,14,0,1,1,0.42,0.4242,0.41,0.3582,1
171,2,15,0,1,1,0.42,0.4242,0.41,0.2239,1
231,2,16,0,1,1,0.42,0.4242,0.38,0.194,1
487,2,17,0,1,1,0.42,0.4242,0.38,0.194,1
468,2,18,0,1,1,0.4,0.4091,0.4,0.2239,1
311,2,19,0,1,1,0.38,0.3939,0.43,0.1642,1
211,2,20,0,1,1,0.36,0.3485,0.46,0.1642,1
178,2,21,0,1,1,0.34,0.3333,0.53,0.1642,1
107,2,22,0,1,1,0.34,0.3485,0.49,0.1045,1
58,2,23,0,1,1,0.34,0.3485,0.53,0.0896,1
23,2,0,0,1,2,0.3,0.303,0.7,0.1343,1
5,2,1,0,1,2,0.3,0.3333,0.7,0,1
7,2,2,0,1,2,0.3,0.3182,0.7,0.0896,1
1,2,3,0,1,2,0.3,0.3333,0.61,0,1
3,2,4,0,1,3,0.3,0.3182,0.7,0.0896,1
20,2,5,0,1,2,0.3,0.3333,0.7,0,1
87,2,6,0,1,2,0.3,0.3182,0.7,0.0896,1
288,2,7,0,1,2,0.3,0.303,0.7,0.1343,1
498,2,8,0,1,2,0.3,0.3182,0.7,0.0896,1
202,2,9,0,1,2,0.3,0.303,0.7,0.1642,1
44,2,10,0,1,3,0.32,0.3333,0.7,0.1343,1
71,2,11,0,1,3,0.32,0.3333,0.7,0.1045,1
45,2,12,0,1,3,0.32,0.3333,0.76,0.0896,1
64,2,13,0,1,3,0.34,0.3182,0.71,0.2537,1
31,2,14,0,1,3,0.32,0.3182,0.81,0.194,1
53,2,15,0,1,3,0.34,0.3636,0.76,0,1
118,2,16,0,1,3,0.34,0.3636,0.81,0,1
289,2,17,0,1,3,0.34,0.3636,0.87,0,1
353,2,18,0,1,3,0.34,0.3333,0.87,0.1343,1
258,2,19,0,1,2,0.32,0.3182,0.87,0.1642,1
216,2,20,0,1,2,0.32,0.3333,0.87,0.1343,1
145,2,21,0,1,2,0.34,0.3485,0.81,0.1045,1
111,2,22,0,1,2,0.32,0.3485,0.81,0,1
73,2,23,0,1,1,0.32,0.3333,0.81,0.0896,1
34,2,0,0,1,2,0.3,0.3333,0.87,0,1
18,2,1,0,1,2,0.3,0.3333,0.93,0,1
12,2,2,0,1,2,0.3,0.3182,0.93,0.1045,1
1,2,3,0,1,2,0.28,0.2879,0.93,0.1045,1
1,2,4,0,1,2,0.28,0.2727,0.93,0.194,1
16,2,5,0,1,2,0.28,0.2727,0.93,0.1642,1
71,2,6,0,1,2,0.28,0.2879,0.96,0.1343,1
226,2,7,0,1,2,0.28,0.2879,0.93,0.1045,1
520,2,8,0,1,2,0.26,0.303,1,0,1
283,2,9,0,1,2,0.26,0.303,1,0,1
116,2,10,0,1,1,0.34,0.3182,0.71,0.2836,1
142,2,11,0,1,1,0.36,0.3333,0.62,0.4179,1
198,2,12,0,1,1,0.38,0.3939,0.46,0.3881,1
205,2,13,0,1,1,0.4,0.4091,0.43,0.3582,1
170,2,14,0,1,1,0.4,0.4091,0.37,0.3582,1
221,2,15,0,1,1,0.42,0.4242,0.35,0.4179,1
307,2,16,0,1,1,0.42,0.4242,0.32,0.2985,1
465,2,17,0,1,1,0.42,0.4242,0.32,0.3284,1
377,2,18,0,1,1,0.4,0.4091,0.35,0.2537,1
282,2,19,0,1,1,0.38,0.3939,0.37,0.2239,1
171,2,20,0,1,1,0.4,0.4091,0.35,0.194,1
129,2,21,0,1,1,0.38,0.3939,0.37,0.194,1
107,2,22,0,1,1,0.36,0.3485,0.4,0.2239,1
82,2,23,0,1,1,0.36,0.3485,0.4,0.194,1
86,2,0,0,0,1,0.34,0.3333,0.42,0.1642,1
45,2,1,0,0,1,0.32,0.3182,0.49,0.1642,1
45,2,2,0,0,1,0.3,0.2879,0.61,0.2537,1
18,2,3,0,0,1,0.28,0.2879,0.65,0.1045,1
7,2,4,0,0,1,0.26,0.303,0.7,0,1
1,2,5,0,0,1,0.24,0.2576,0.7,0.0896,1
9,2,6,0,0,1,0.24,0.2879,0.7,0,1
41,2,7,0,0,1,0.24,0.2879,0.7,0,1
102,2,8,0,0,1,0.22,0.2727,0.87,0,1
138,2,9,0,0,1,0.22,0.2424,0.8,0.1045,1
205,2,10,0,0,1,0.26,0.2727,0.81,0.1045,1
286,2,11,0,0,1,0.32,0.3333,0.57,0.1343,1
369,2,12,0,0,1,0.36,0.3485,0.43,0.194,1
384,2,13,0,0,1,0.4,0.4091,0.43,0.2836,1
427,2,14,0,0,1,0.44,0.4394,0.35,0.3582,1
499,2,15,0,0,1,0.42,0.4242,0.41,0.2537,1
404,2,16,0,0,1,0.44,0.4394,0.44,0.3284,1
364,2,17,0,0,1,0.48,0.4697,0.36,0.2836,1
246,2,18,0,0,1,0.46,0.4545,0.38,0.2985,1
188,2,19,0,0,1,0.44,0.4394,0.44,0.1642,1
148,2,20,0,0,1,0.44,0.4394,0.44,0.1642,1
114,2,21,0,0,1,0.44,0.4394,0.33,0.2985,1
118,2,22,0,0,1,0.4,0.4091,0.4,0.4478,1
74,2,23,0,0,2,0.36,0.3333,0.4,0.3881,1
74,2,0,0,0,2,0.34,0.303,0.39,0.3582,1
72,2,1,0,0,2,0.32,0.303,0.39,0.2537,1
48,2,2,0,0,2,0.3,0.2879,0.36,0.2836,1
15,2,3,0,0,2,0.3,0.2879,0.36,0.2239,1
3,2,4,0,0,2,0.28,0.2576,0.41,0.3881,1
2,2,5,0,0,2,0.26,0.2273,0.48,0.2985,1
5,2,6,0,0,1,0.24,0.2121,0.52,0.3284,1
14,2,7,0,0,2,0.24,0.2121,0.52,0.2836,1
56,2,8,0,0,2,0.24,0.2273,0.56,0.194,1
93,2,9,0,0,2,0.24,0.2273,0.56,0.2537,1
191,2,10,0,0,2,0.26,0.2424,0.52,0.2537,1
226,2,11,0,0,2,0.26,0.2273,0.56,0.3284,1
255,2,12,0,0,2,0.28,0.2727,0.52,0.2537,1
261,2,13,0,0,1,0.3,0.303,0.49,0.1642,1
237,2,14,0,0,2,0.32,0.3182,0.45,0.194,1
253,2,15,0,0,2,0.3,0.2879,0.49,0.194,1
212,2,16,0,0,2,0.32,0.303,0.45,0.2836,1
157,2,17,0,0,2,0.3,0.2879,0.49,0.2537,1
167,2,18,0,0,2,0.3,0.2727,0.49,0.3284,1
119,2,19,0,0,2,0.3,0.2879,0.52,0.2537,1
103,2,20,0,0,2,0.3,0.2879,0.52,0.2836,1
36,2,21,0,0,3,0.26,0.2576,0.65,0.1642,1
55,2,22,0,0,3,0.24,0.2576,0.75,0.0896,1
35,2,23,0,0,2,0.22,0.2273,0.93,0.1642,1
41,2,0,1,0,2,0.24,0.2576,0.87,0.0896,1
15,2,1,1,0,2,0.24,0.2576,0.87,0.0896,1
20,2,2,1,0,2,0.24,0.2576,0.87,0.0896,1
8,2,3,1,0,2,0.24,0.2273,0.81,0.194,1
6,2,5,1,0,2,0.24,0.2121,0.6,0.3582,1
10,2,6,1,0,1,0.24,0.197,0.52,0.4179,1
44,2,7,1,0,2,0.22,0.197,0.55,0.3284,1
120,2,8,1,0,1,0.2,0.1818,0.59,0.3582,1
110,2,9,1,0,1,0.2,0.1818,0.59,0.3582,1
143,2,10,1,0,1,0.22,0.197,0.55,0.4478,1
208,2,11,1,0,1,0.26,0.2273,0.48,0.3582,1
281,2,12,1,0,1,0.28,0.2727,0.45,0.2239,1
312,2,13,1,0,1,0.3,0.2879,0.42,0.2836,1
263,2,14,1,0,1,0.32,0.3182,0.36,0.194,1
289,2,15,1,0,1,0.34,0.3182,0.34,0.2239,1
280,2,16,1,0,1,0.36,0.3788,0.29,0.1045,1
253,2,17,1,0,1,0.38,0.3939,0.27,0.2537,1
242,2,18,1,0,1,0.34,0.3182,0.34,0.2239,1
172,2,19,1,0,1,0.34,0.3182,0.34,0.2239,1
126,2,20,1,0,1,0.34,0.3333,0.34,0.194,1
98,2,21,1,0,1,0.3,0.303,0.39,0.1642,1
62,2,22,1,0,1,0.3,0.3182,0.45,0.0896,1
26,2,23,1,0,1,0.3,0.3333,0.39,0,1
12,2,0,0,1,1,0.26,0.303,0.65,0,1
7,2,1,0,1,1,0.26,0.303,0.56,0,1
3,2,2,0,1,1,0.24,0.2879,0.6,0,1
2,2,4,0,1,1,0.22,0.2727,0.64,0,1
15,2,5,0,1,1,0.2,0.2576,0.69,0,1
86,2,6,0,1,1,0.2,0.2576,0.75,0,1
279,2,7,0,1,1,0.22,0.2727,0.64,0,1
464,2,8,0,1,1,0.2,0.2273,0.69,0.0896,1
217,2,9,0,1,1,0.2,0.2273,0.75,0.1045,1
85,2,10,0,1,1,0.24,0.2273,0.7,0.194,1
86,2,11,0,1,2,0.26,0.2424,0.7,0.2836,1
163,2,12,0,1,2,0.3,0.2727,0.56,0.3881,1
131,2,13,0,1,1,0.34,0.303,0.49,0.4179,1
124,2,14,0,1,2,0.32,0.2879,0.53,0.3881,1
160,2,15,0,1,1,0.34,0.303,0.49,0.4179,1
254,2,16,0,1,1,0.36,0.3333,0.46,0.4179,1
432,2,17,0,1,1,0.38,0.3939,0.4,0.4478,1
425,2,18,0,1,1,0.38,0.3939,0.4,0.4478,1
304,2,19,0,1,1,0.36,0.3333,0.46,0.2985,1
227,2,20,0,1,1,0.34,0.3182,0.53,0.2537,1
154,2,21,0,1,1,0.34,0.3333,0.61,0.1642,1
100,2,22,0,1,2,0.34,0.3333,0.71,0.194,1
47,2,23,0,1,1,0.32,0.303,0.66,0.2239,1
24,2,0,0,1,1,0.32,0.303,0.66,0.2239,1
7,2,1,0,1,1,0.32,0.3333,0.7,0.1343,1
6,2,2,0,1,1,0.34,0.3182,0.66,0.2836,1
4,2,3,0,1,2,0.34,0.3182,0.71,0.2239,1
2,2,4,0,1,1,0.34,0.3333,0.71,0.1642,1
30,2,5,0,1,1,0.32,0.3333,0.7,0.1045,1
90,2,6,0,1,1,0.32,0.3182,0.76,0.1642,1
302,2,7,0,1,1,0.32,0.3333,0.76,0.0896,1
576,2,8,0,1,1,0.3,0.3182,0.75,0.0896,1
252,2,9,0,1,1,0.32,0.3333,0.7,0.0896,1
139,2,10,0,1,1,0.34,0.3485,0.71,0.0896,1
171,2,11,0,1,1,0.36,0.3485,0.66,0.1642,1
207,2,12,0,1,1,0.4,0.4091,0.62,0.2836,1
190,2,13,0,1,1,0.42,0.4242,0.54,0.2985,1
177,2,14,0,1,1,0.44,0.4394,0.54,0.3284,1
195,2,15,0,1,1,0.5,0.4848,0.31,0.4179,1
298,2,16,0,1,1,0.52,0.5,0.29,0.4627,1
529,2,17,0,1,1,0.52,0.5,0.32,0.3881,1
525,2,18,0,1,2,0.48,0.4697,0.41,0.3284,1
327,2,19,0,1,2,0.46,0.4545,0.44,0.2836,1
274,2,20,0,1,2,0.44,0.4394,0.47,0.194,1
239,2,21,0,1,2,0.48,0.4697,0.33,0.2836,1
147,2,22,0,1,2,0.44,0.4394,0.47,0.2537,1
62,2,23,0,1,2,0.46,0.4545,0.41,0.2836,1
42,2,0,0,1,2,0.44,0.4394,0.47,0.2537,1
15,2,1,0,1,2,0.44,0.4394,0.58,0.2836,1
9,2,2,0,1,2,0.44,0.4394,0.62,0.2239,1
6,2,3,0,1,3,0.44,0.4394,0.67,0.194,1
1,2,4,0,1,1,0.4,0.4091,0.76,0.2239,1
32,2,5,0,1,1,0.4,0.4091,0.76,0.2239,1
91,2,6,0,1,1,0.36,0.3485,0.87,0.194,1
326,2,7,0,1,1,0.36,0.3485,0.81,0.2239,1
560,2,8,0,1,1,0.34,0.3333,0.87,0.194,1
242,2,9,0,1,1,0.36,0.3333,0.81,0.2537,1
148,2,10,0,1,1,0.42,0.4242,0.67,0.194,1
182,2,11,0,1,1,0.48,0.4697,0.48,0.2836,1
224,2,12,0,1,1,0.5,0.4848,0.42,0.2537,1
218,2,13,0,1,1,0.52,0.5,0.39,0.194,1
192,2,14,0,1,1,0.54,0.5152,0.37,0.2537,1
217,2,15,0,1,1,0.54,0.5152,0.33,0.1343,1
343,2,16,0,1,1,0.56,0.5303,0.32,0,1
610,2,17,0,1,1,0.54,0.5152,0.32,0.1642,1
522,2,18,0,1,1,0.54,0.5152,0.37,0.1343,1
369,2,19,0,1,1,0.5,0.4848,0.39,0.0896,1
269,2,20,0,1,1,0.46,0.4545,0.44,0.1343,1
222,2,21,0,1,1,0.44,0.4394,0.51,0.2239,1
137,2,22,0,1,1,0.44,0.4394,0.54,0.2537,1
85,2,23,0,1,1,0.44,0.4394,0.54,0,1
46,2,0,0,1,2,0.44,0.4394,0.58,0.0896,1
18,2,1,0,1,1,0.44,0.4394,0.62,0.194,1
5,2,2,0,1,3,0.42,0.4242,0.77,0.2836,1
5,2,3,0,1,1,0.42,0.4242,0.82,0.1343,1
2,2,4,0,1,1,0.4,0.4091,0.87,0.1343,1
26,2,5,0,1,2,0.4,0.4091,0.87,0.194,1
82,2,6,0,1,2,0.4,0.4091,0.87,0.1642,1
272,2,7,0,1,2,0.4,0.4091,0.76,0.2239,1
469,2,8,0,1,2,0.38,0.3939,0.76,0.3284,1
244,2,9,0,1,3,0.36,0.3333,0.81,0.2537,1
141,2,10,0,1,3,0.36,0.3485,0.81,0.1642,1
163,2,11,0,1,2,0.36,0.3636,0.81,0.1045,1
228,2,12,0,1,2,0.4,0.4091,0.76,0.1343,1
183,2,13,0,1,2,0.42,0.4242,0.71,0.1045,1
31,2,14,0,1,2,0.46,0.4545,0.67,0.1045,1
94,2,15,0,1,3,0.4,0.4091,0.87,0.194,1
178,2,16,0,1,3,0.4,0.4091,0.87,0.194,1
256,2,17,0,1,3,0.42,0.4242,0.94,0.1045,1
300,2,18,0,1,2,0.42,0.4242,0.94,0,1
233,2,19,0,1,2,0.44,0.4394,0.88,0.1045,1
167,2,20,0,1,1,0.44,0.4394,0.62,0.4179,1
152,2,21,0,1,1,0.42,0.4242,0.35,0.806,1
106,2,22,0,1,1,0.4,0.4091,0.37,0.5821,1
